rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,descripcion_anunciante,campania,periodo,tipo_de_orden,ord_pub,total_neto,total_con_iva,es_canje
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21494,2260.0,2260.0,no
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25312,6400.0,6400.0,no
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24464,8060.0,8060.0,no
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23609,7450.0,7450.0,no
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22803,8360.0,8360.0,no
Radio,18310,LIMA HERRERA SOFIA BETSABE,FM 93.9 VIVENCIAS DE RADIO,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22299,14400.0,14400.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20442,2800.0,2800.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23059,2680.0,2680.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21458,2680.0,2680.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25735,2980.0,2980.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24856,3100.0,3100.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25350,10240.0,10240.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23678,12620.0,12620.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22626,10560.0,10560.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24438,16120.0,16120.0,no
Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22431,28800.0,28800.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20571,2695.0,2695.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-07-01,DA 448-09,2017_24322,2673.0,2673.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22984,2464.0,2464.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-07-01,DA 448-09,2017_26112,3960.0,3960.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25751,3080.0,3080.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24997,3080.0,3080.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21693,3531.0,3531.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25270,7040.0,7040.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24695,8866.0,8866.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23501,8206.0,8206.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar,2017-07-01,DA 448-09,2017_18909,11088.0,11088.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22688,9196.0,9196.0,no
Radio,14860,PONZIO CARLOS ENRIQUE,FM 93.5 ESTACION TIGRE,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22220,15840.0,15840.0,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25781,1350.0,1633.5,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24802,1400.0,1694.0,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20523,3062.5,3705.63,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23016,2375.0,2873.75,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21602,2825.0,3418.25,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23514,9312.5,11268.13,no
Radio,12519,RADIO Y TV TRENQUE LAUQUEN SAC,AM 1280 LU 11 RADIO TRENQUE LAUQUEN,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22775,10450.0,12644.5,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20412,1470.0,1778.7,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20413,4018.0,4861.78,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23069,1140.0,1379.4,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23070,3116.0,3770.36,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25811,1548.0,1873.08,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25812,4231.2,5119.75,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24858,1572.0,1902.12,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24859,4296.8,5199.13,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21483,1356.0,1640.76,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21484,3706.4,4484.74,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25325,3840.0,4646.4,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25326,10496.0,12700.16,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_24419,4836.0,5851.56,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_24420,13218.4,15994.26,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23560,4470.0,5408.7,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23561,12234.4,14803.62,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22725,3696.0,4472.16,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22726,10102.4,12223.9,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,AM 820 LU24 RADIO TRES ARROYOS,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22324,23616.0,28575.36,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,RADIO 3,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22323,8640.0,10454.4,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20573,700.7,847.85,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23180,600.6,726.73,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25799,686.4,830.54,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24993,677.82,820.16,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21723,729.3,882.45,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-07-01,DA 448-09,2017_26114,1601.6,1937.94,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25341,1830.4,2214.78,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-07-01,DA 448-09,2017_22332,1544.4,1868.72,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24711,2305.16,2789.24,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23494,2133.56,2581.61,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar,2017-07-01,DA 448-09,2017_18903,2882.88,3488.28,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22639,2390.96,2893.06,no
Radio,15909,PRAXIS S.R.L.,FM CLASS 91.9,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22219,4118.4,4983.26,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20572,784.0,784.0,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22985,627.2,627.2,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25752,806.4,806.4,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24996,742.4,742.4,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21694,864.0,864.0,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25271,2048.0,2048.0,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24696,2579.2,2579.2,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23502,2380.8,2380.8,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22689,2675.2,2675.2,no
Radio,16092,SIGNOS FM S.A.,FM SIGNOS 92.5,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22221,4608.0,4608.0,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20555,1984.5,2401.25,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_23019,1636.2,1979.8,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25713,1968.3,2381.64,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24998,1992.6,2411.05,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21563,2089.8,2528.66,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - el Estado en Tu Barrio,2017-07-01,DA 448-09,2017_26107,4536.0,5488.56,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25269,5184.0,6272.64,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24455,6528.6,7899.61,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23433,6447.6,7801.6,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22787,6771.6,8193.64,no
Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,FM 88.7,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22322,11664.0,14113.44,no
Radio,11416,RADIODIFUSORA DELTA S.A.,FM 90.3 LT 34 RADIO NUCLEAR,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20020,7500.0,7500.0,no
Radio,15593,CARLOS SUAREZ.COM S.R.L.,FM 96.3 OMEGA,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20022,7500.0,9075.0,no
Radio,16492,BACCI MELINA GABRIELA,FM 101.3 MASTERS,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20023,10000.0,10000.0,no
Radio,11416,RADIODIFUSORA DELTA S.A.,AM 1500 RADIO NUCLEAR,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20028,5000.0,5000.0,no
Radio,18669,COLLEONI OLIMPIA,FM 97.1 RADIO ALFA,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20030,6000.0,6000.0,no
Radio,18667,LESCANO JUAN ANTONIO,FM 106.9 CIELO,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20031,6000.0,6000.0,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Ministerio de la Producccion,Ministerio de Produccion - Recategorizacion Pyme,2017-07-01,DA 448-09,2017_20604,2923.34,3537.24,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22992,2267.09,2743.18,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21615,2267.09,2743.18,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25827,3006.87,3638.31,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24964,2768.23,3349.56,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Tecnopolis 2017 - Villa Martelli,2017-07-01,DA 448-09,2017_25355,7636.48,9240.14,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Mejor Hogar - Materiales de Construccion,2017-07-01,DA 448-09,2017_24447,9617.19,11636.8,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23607,8889.33,10756.09,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Ministerio de Justicia y Derechos Humanos,Ministerio de Justicia - Regularizacion de Motos,2017-07-01,DA 448-09,2017_22760,11025.17,13340.46,no
Radio,15326,TODO DEPORTE SRL,FM 96.3 OMEGA,Buenos Aires,Ministerio del Interior y Transporte,Ministerio del Interior - Procrear - Construccion,2017-07-01,DA 448-09,2017_22254,17182.08,20790.32,no
Radio,14398,BARRA 03 S.A.,FM 101.1 LATINA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22485,15000.0,18150.0,no
Radio,13509,ABRE PRODUCCIONES S.R.L.,FM 106.7 MILENIUM,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22496,15000.0,18150.0,no
Radio,18716,NET PRODUCTORA S.H.,AM 1220 ECO MEDIOS - CADENA ECO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22922,10000.0,12100.0,no
Radio,18763,POL-P PRODUCCIONES S.R.L.,AM 1030 RADIO DEL PLATA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22902,12000.0,14520.0,no
Radio,13615,EUROCOMUNICACIONES S.A.,FM 101.1 LATINA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22476,25000.0,30250.0,no
Radio,13658,DORENAVANT S.A.,AM 590 RADIO CONTINENTAL,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22477,25000.0,30250.0,no
Radio,13832,TRES ELES PRODUCCIONES S.R.L.,FM LATINA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22478,25000.0,30250.0,no
Radio,18763,POL-P PRODUCCIONES S.R.L.,AM 1030 RADIO DEL PLATA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22479,15000.0,18150.0,no
Radio,16360,GURUES S.A.,FM 97.9 RADIO CULTURA,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22480,20000.0,24200.0,no
