rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,descripcion_anunciante,campania,periodo,tipo_de_orden,ord_pub,total_neto,total_con_iva,es_canje
Cable,11003,CABLEVISION S.A.,CANAL SOMOS,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23710,81627.0,98768.67,no
Cable,11160,TELEARTE S.A.,CANAL 9 SATELITAL,Buenos Aires,I.N.S.S.J.P. (Pami),Pami - Vacunacion Antigripal 2017,2017-07-01,DA 448-09,2017_20645,283875.0,343488.75,no
Cable,11003,CABLEVISION S.A.,CANAL SOMOS,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23709,214714.5,259804.55,no
Cable,16265,MINNIG GUSTAVO,CANAL 15 - CABLEVISION,Buenos Aires,Nucleoelectrica Argentina S.A.,Nasa - Energia Que Une,2017-07-01,DA 448-09,2017_20013,6000.0,7260.0,no
Cable,17344,QM NOTICIAS S.A.,QM NOTICIAS,Buenos Aires,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24313,35280.0,42688.8,no
Cable,17344,QM NOTICIAS S.A.,QM NOTICIAS,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23707,121680.0,147232.8,no
Cable,17469,PROSICOM NECOCHEA S.A.,CANAL 4,Buenos Aires,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23733,36250.5,43863.11,no
Cable,18812,GRUPO M 3 S.A,CANAL METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_25073,10000.0,12100.0,no
Cable,17731,CARSTV S.R.L.,FOX SPORTS 2,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25065,8378.0,10137.38,no
Cable,17731,CARSTV S.R.L.,FOX SPORTS 3,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25066,7344.0,8886.24,no
Cable,13313,PUBLIREVISTAS S.A.,LA NACION,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26063,267688.8,323903.45,no
Cable,13313,PUBLIREVISTAS S.A.,LA NACION,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25166,267688.8,323903.45,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,STUDIO UNIVERSAL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23333,37440.0,45302.4,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY XD,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23342,43680.0,52852.8,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,LIFETIME,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21985,2801.4,3389.69,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,THE HISTORY CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21988,18630.0,22542.3,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,H2,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21992,4347.0,5259.87,no
Cable,13313,PUBLIREVISTAS S.A.,LA NACION,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24050,163550.88,197896.56,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY XD,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21993,55860.0,67590.6,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,UNIVERSAL CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21999,69904.8,84584.81,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,STUDIO UNIVERSAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22000,47880.0,57934.8,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,THE HISTORY CHANNEL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23338,25272.0,30579.12,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY XD,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24093,72240.0,87410.4,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,STUDIO UNIVERSAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24099,63720.0,77101.2,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,UNIVERSAL CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24098,93031.2,112567.75,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,H2,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24092,6690.6,8095.63,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,THE HISTORY CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24088,28674.0,34695.54,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,UNIVERSAL CHANNEL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23332,204984.0,248030.64,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25182,140400.0,169884.0,no
Cable,17652,PRO IDS S.A.,TYC SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24266,130000.0,157300.0,no
Cable,15160,AJP PRODUCCIONES S.R.L.,CANAL 26,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22887,15000.0,18150.0,no
Cable,15160,AJP PRODUCCIONES S.R.L.,CANAL 26,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22886,15000.0,18150.0,no
Cable,15070,L Y M PRODUCCIONES S.R.L.,TN,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22792,25000.0,30250.0,no
Cable,17438,EL ARBOL DIGITAL S.R.L.,METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22793,25000.0,30250.0,no
Cable,14938,FOJA CERO PRODUCCIONES S.R.L.,METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22795,15000.0,16575.0,no
Cable,15360,C Y M PUBLICIDAD SRL.,C5N,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22796,15000.0,18150.0,no
Cable,16117,LIGA DE AMAS DE CASA CONS.USUA,METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22797,7000.0,7000.0,no
Cable,11814,VOCACION S.R.L.,TN,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22798,20000.0,24200.0,no
Cable,11814,VOCACION S.R.L.,CANAL 26,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22799,17000.0,20570.0,no
Cable,13464,MARKETING Y COMUN.POLITICA SA,METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22800,10000.0,12100.0,no
Cable,13700,JMS & ASOCIADOS S.A.,TN,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22801,25000.0,30250.0,no
Cable,14899,"ALONSO PINEIRO, KARINA ALEJ.",METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22802,10000.0,12100.0,no
Cable,15036,DAK GRUPO CREATIVO S.R.L.,METRO,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion 2017,2017-07-01,DA 448-09,2017_22791,20000.0,24200.0,no
Cable,15661,TELEPIU S.A.,C5N,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26060,426870.0,516512.7,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,MAGAZINE,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26064,35100.0,42471.0,no
Cable,13283,CANAL RURAL SATELITAL S.A.,CANAL RURAL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23732,187200.0,226512.0,no
Cable,15661,TELEPIU S.A.,C5N,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24051,110466.0,133663.86,no
Cable,15661,TELEPIU S.A.,C5N,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21925,220664.25,267003.74,no
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,I.N.S.S.J.P. (Pami),Pami - Vacunacion Antigripal 2017,2017-07-01,DA 448-09,2017_20646,84000.0,101640.0,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,FOX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25165,335340.0,405761.4,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,MAGAZINE,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25167,61425.0,74324.25,no
Cable,15661,TELEPIU S.A.,C5N,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25157,614830.5,743944.91,no
Cable,11182,AMERICA TV S.A.,A24,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26061,365400.0,442134.0,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26062,635400.0,768834.0,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25190,576000.0,696960.0,no
Cable,15073,IMAGEN SATELITAL S.A.,SPACE,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25189,261792.0,316768.32,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25159,436320.0,527947.2,no
Cable,15073,IMAGEN SATELITAL S.A.,TNT,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25163,325512.0,393869.52,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,CINECANAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25164,187920.0,227383.2,no
Cable,12209,TELE RED IMAGEN S.A.,TYC SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25160,294433.2,356264.17,no
Cable,14737,FOX SPORTS LATIN AMERICA S.A.,FOX SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25161,183600.0,222156.0,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,SONY,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23340,93288.0,112878.48,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24049,291980.0,353295.8,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24052,195200.0,236192.0,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,A&E,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21987,13972.5,16906.73,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21924,353722.5,428004.23,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,FOX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22001,222318.0,269004.78,no
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24042,218880.0,264844.8,no
Cable,11182,AMERICA TV S.A.,A24,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21926,200760.0,242919.6,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,CINECANAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_22002,104139.0,126008.19,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,SONY,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21990,119301.0,144354.21,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,AXN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21991,149126.25,180442.76,no
Cable,16237,COOP.DE TRAB.VOZ E I.DEL SUR L,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26085,322218.0,389883.78,no
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_26078,777600.0,940896.0,no
Cable,12209,TELE RED IMAGEN S.A.,TYC SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24053,149355.2,180719.79,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,A&E,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23337,18954.0,22934.34,no
Cable,15295,GRAN TV SA.,DISCOVERY,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23329,73593.0,89047.53,no
Cable,15073,IMAGEN SATELITAL S.A.,TNT,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21997,221205.6,267658.78,no
Cable,15295,GRAN TV SA.,DISCOVERY,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21995,62742.75,75918.73,no
Cable,15073,IMAGEN SATELITAL S.A.,CNN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21996,166383.0,201323.43,no
Cable,15073,IMAGEN SATELITAL S.A.,SPACE,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21998,178831.8,216386.48,no
Cable,15295,GRAN TV SA.,DISCOVERY HOME & HEALTH,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21994,42393.75,51296.44,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,CINEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21986,98952.0,119731.92,no
Cable,15661,TELEPIU S.A.,C5N,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23359,251807.4,304686.95,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25162,1001250.0,1211512.5,no
Cable,14737,FOX SPORTS LATIN AMERICA S.A.,FOX SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21923,148950.0,180229.5,no
Cable,14737,FOX SPORTS LATIN AMERICA S.A.,FOX SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24083,122801.0,148589.21,no
Cable,16237,COOP.DE TRAB.VOZ E I.DEL SUR L,360 TV,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25188,375921.0,454864.41,no
Cable,12209,TELE RED IMAGEN S.A.,TYC SPORTS,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21922,197676.0,239187.96,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21927,374400.0,453024.0,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,FOX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24081,263304.0,318597.84,no
Cable,15073,IMAGEN SATELITAL S.A.,TNT,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24096,265003.2,320653.87,no
Cable,15073,IMAGEN SATELITAL S.A.,SPACE,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24097,214239.6,259229.92,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,CINECANAL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24082,110664.0,133903.44,no
Cable,18496,POMELO COMUNICACIONES Y SERVICIOS S.R.L.,ESPN,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23235,499200.0,604032.0,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_21989,209002.0,252892.42,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,SONY,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24090,158769.0,192110.49,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,AXN,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24091,198461.25,240138.11,no
Cable,15295,GRAN TV SA.,DISCOVERY HOME & HEALTH,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24094,56418.75,68266.69,no
Cable,15295,GRAN TV SA.,DISCOVERY,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24095,83499.75,101034.7,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,CINEMAX,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24086,131688.0,159342.48,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,A&E,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24087,21505.5,26021.66,no
Cable,17122,MULTICHANNEL MEDIA SALES ARGENTINA SRL,CINEMAX,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23336,174096.0,210656.16,no
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25177,1360800.0,1646568.0,no
Cable,11182,AMERICA TV S.A.,A24,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_25158,992250.0,1200622.5,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY CHANNEL,Capital Federal,Presidencia de la Nacion,Presidencia de la Nacion - Haciendo Lo Que Hay Que Hacer,2017-07-01,DA 448-09,2017_24089,250870.0,303552.7,no
Cable,11188,ARTE RADIOTELEVISIVO ARGENTINO S.A.,TN,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23237,883155.0,1068617.55,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,FOX,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23334,678132.0,820539.72,no
Cable,14432,FOX LATIN AMERICAN CHANNEL SRL,CINECANAL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23335,305370.0,369497.7,no
Cable,18312,SONY PICTURES RELEASING ARGENTINA S.R.L.,AXN,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23341,437287.5,529117.88,no
Cable,15295,GRAN TV SA.,DISCOVERY HOME & HEALTH,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23328,124312.5,150418.13,no
Cable,15073,IMAGEN SATELITAL S.A.,TNT,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23330,648648.0,784864.08,no
Cable,15073,IMAGEN SATELITAL S.A.,SPACE,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23331,524394.0,634516.74,no
Cable,16163,THE WALT DISNEY COMPANY ARGENTINA S.A.,DISNEY CHANNEL,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23339,479622.0,580342.62,no
Cable,12209,TELE RED IMAGEN S.A.,TYC SPORTS,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23236,637375.05,771223.81,no
Cable,11182,AMERICA TV S.A.,A24,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23234,798525.0,966215.25,no
Cable,14737,FOX SPORTS LATIN AMERICA S.A.,FOX SPORTS,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23360,487305.0,589639.05,no
Cable,15809,EVENTOS PRODUCCIONES S A,CANAL 26,Capital Federal,Secretaria de Energia,Ministerio de Energia y Mineria - Difusion de Ahorro y Eficiencia Energetica - Gas,2017-07-01,DA 448-09,2017_23730,2018016.0,2441799.36,no
