ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,codigo_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo,es_canje
2018_07211,47124.0,57020.04,Bice - Banco de Inversion y Comercio Exterior Sociedad Anonima,Banco de Inversion y Comercio Exterior (Bice) - Foresto Industrial,Radio,11150,GOMEZ JORGE FELIX,AM 900 LT7 RADIO PROVINCIA,Corrientes,RES 617-E/2016,jun-18,no
2018_07210,32889.7,39796.54,Bice - Banco de Inversion y Comercio Exterior Sociedad Anonima,Banco de Inversion y Comercio Exterior (Bice) - Foresto Industrial,Radio,15515,SENTIDOS S.A.,FM 95.7 RADIO 10,Corrientes,RES 617-E/2016,jun-18,no
2018_07212,17136.0,20734.56,Bice - Banco de Inversion y Comercio Exterior Sociedad Anonima,Banco de Inversion y Comercio Exterior (Bice) - Foresto Industrial,Radio,15515,SENTIDOS S.A.,RADIO SHOW,Misiones,RES 617-E/2016,jun-18,no
2018_07213,31416.0,38013.36,Bice - Banco de Inversion y Comercio Exterior Sociedad Anonima,Banco de Inversion y Comercio Exterior (Bice) - Foresto Industrial,Radio,14781,MAP LEADING S.R.L.,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,RES 617-E/2016,jun-18,no
2018_03048,76282.13,78189.18,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Grafica,13132,MONTIVEL S.A.,CRONICA,Chubut,DA 448-09,abr-18,no
2018_07381,15975.0,15975.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11066,EL POPULAR S.A.,FM 98.1,Buenos Aires,DA 448-09,jun-18,no
2018_07382,22720.5,22720.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,12159,TV Y FM LAS BRISAS S.R.L.,FM 98.5 RADIO BRISAS,Buenos Aires,DA 448-09,jun-18,no
2018_07383,15514.2,18772.18,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 104.5 RADIO VIVE,Buenos Aires,DA 448-09,jun-18,no
2018_07384,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 105.1 RADIO OMEGA,Buenos Aires,DA 448-09,jun-18,no
2018_07385,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 97.9 LA COSTA,Buenos Aires,DA 448-09,jun-18,no
2018_07386,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM URBANA,Buenos Aires,DA 448-09,jun-18,no
2018_07387,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 94.7 RADIO ONE,Buenos Aires,DA 448-09,jun-18,no
2018_07388,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 97.1 VALE,Buenos Aires,DA 448-09,jun-18,no
2018_07389,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,AM 1140 LU 22 RADIO TANDIL,Buenos Aires,DA 448-09,jun-18,no
2018_07390,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 91.5 / LOS 40,Buenos Aires,DA 448-09,jun-18,no
2018_07391,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 103.5 ISIDORO QUESADA,Buenos Aires,DA 448-09,jun-18,no
2018_07392,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 100.1 RADIO NOTICIAS,Buenos Aires,DA 448-09,jun-18,no
2018_07393,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 97.9 RADIO REE,Buenos Aires,DA 448-09,jun-18,no
2018_07394,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 94.5 RADIO LIDER,Buenos Aires,DA 448-09,jun-18,no
2018_07395,2592.0,3136.32,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 89.1 NOVA RETRO,Buenos Aires,DA 448-09,jun-18,no
2018_07396,2592.0,3136.32,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,AM 1470 LT20 RADIO JUNIN,Buenos Aires,DA 448-09,jun-18,no
2018_07397,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 93.7 ACTUALIDAD,Buenos Aires,DA 448-09,jun-18,no
2018_07398,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 89.3 EL DEBATE,Buenos Aires,DA 448-09,jun-18,no
2018_07399,3600.0,4356.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11799,DIARIOS BONAERENSES S.A.      ,FM 90.1 RADIO MAS,Buenos Aires,DA 448-09,jun-18,no
2018_07400,13500.0,13500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16960,ROTONDA ROGELIO ADRIAN,FM 104.1 TANDIL,Buenos Aires,DA 448-09,jun-18,no
2018_07401,13500.0,13500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16537,F M OASIS SA,FM 106.9 LA VOZ DE TANDIL,Buenos Aires,DA 448-09,jun-18,no
2018_07402,14883.75,14883.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16620,PIERI FEDERICO ISIDORO,FM 105.5 NORTE,Buenos Aires,DA 448-09,jun-18,no
2018_07403,40275.0,48732.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11159,RADIO BAHIA BLANCA SACP DE RYT,AM 840 LU2,Buenos Aires,DA 448-09,jun-18,no
2018_07404,14850.0,14850.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11159,RADIO BAHIA BLANCA SACP DE RYT,FM 94.7 CIUDAD,Buenos Aires,DA 448-09,jun-18,no
2018_07264,11424.0,13823.04,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18937,VENTOLA NICOLAS TADEO         ,AM 560 LT15 RADIO DEL LITORAL,Entre Rios,DA 448-09,jun-18,no
2018_07072,147928.05,178992.94,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 SANTA FE,Santa Fe,DA 448-09,jun-18,no
2018_07093,81175.0,81175.0,Secretaria de Energia,Ministerio de Energia y Mineria - Eficiencia Energetica Gas 2018 – Concientización y Hábitos,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 RIO GALLEGOS,Santa Cruz,DA 448-09,jun-18,no
2018_07366,7200.0,7380.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Grafica,11799,DIARIOS BONAERENSES S.A.      ,LA OPINION,Buenos Aires,DA 448-09,jun-18,no
2018_07344,64621.25,78191.71,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 MENDOZA,Mendoza,DA 448-09,jun-18,no
2018_07268,16553.75,16553.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11146,RADIODIFUSORA DEL CENTRO S.A. ,CADENA 3 RIO IV,Córdoba,DA 448-09,jun-18,no
2018_03989,658750.0,797087.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Social,Tv,16578,RADIO Y TELEVISION ARGENT. SE ,CANAL 7 TV PUBLICA,Capital Federal,DA 448-09,may-18,no
2018_06919,16475.4,16887.29,Presidencia de la Nacion,Aviso Legal,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,jun-18,si
2018_07050,31987.2,38704.51,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Aviso Legal,Grafica,11303,EDITORIAL LA PAGINA S.A.      ,PAGINA 12,Capital Federal,DA 562-10,jun-18,no
2018_07334,2035.76,2463.27,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,12813,PRODUCCIONES Y PROGRAMAS S.A. ,AM 990,Formosa,DTO 852-14,jun-18,si
2018_07323,11590.9,14024.99,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11293,RADIODIFUSORA SALTA S.A.      ,AM 840 LV 9 RADIO SALTA,Salta,DTO 852-14,jun-18,si
2018_07335,11900.0,11900.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18537,LA DEPORTIVA S. A.,FM SOL 91.5 SPORTS,Santa Fe,DTO 852-14,jun-18,si
2018_07345,32241.56,39012.29,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM MITRE 96.5,Santa Fe,DA 448-09,jun-18,no
2018_07346,52500.0,63525.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13223,BONITA S.R.L.,FM 97.3 RADIO BOING,Santa Fe,DA 448-09,jun-18,no
2018_07347,52500.0,63525.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15791,AYL S.R.L.,FM 100.7,Santa Fe,DA 448-09,jun-18,no
2018_07348,43050.0,43050.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,17033,ASOC.MUTUAL MAGIST. DE STA.FE ,FM  96.3 RADIO EME,Santa Fe,DA 448-09,jun-18,no
2018_07349,7604.1,7604.1,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,17612,MARTINELLI DANIEL RAUL        ,FM 91.9 RADIO NOTICIAS,Santa Fe,DA 448-09,jun-18,no
2018_07350,12369.5,14967.1,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.5 LASER,Santa Fe,DA 448-09,jun-18,no
2018_07351,35000.0,35000.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15855,DIAZ DE LEZANA EDMUNDO LUIS,FM 88.7 RADIO FAHRENHEIT,Santa Fe,DA 448-09,jun-18,no
2018_07352,6020.0,7284.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11950,ALECO S.R.L.,FM CRISTAL CLASSIC 101.3,Santa Fe,DA 448-09,jun-18,no
2018_07341,12600.0,12600.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,17524,ALTAMIRANO JORGE EDUARDO      ,FM 95.1 LRJ 824 Terra (La 100),San Luis,DA 448-09,jun-18,no
2018_07342,4375.0,5293.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 29,San Luis,DA 448-09,jun-18,no
2018_07343,11900.0,14399.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 101.5 Siempre,San Luis,DA 448-09,jun-18,no
2018_07336,22400.0,27104.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1020,San Juan,DA 448-09,jun-18,no
2018_07337,17136.0,20734.56,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 97.3 LIGHT,San Juan,DA 448-09,jun-18,no
2018_07338,6300.0,7623.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA23,San Juan,DA 448-09,jun-18,no
2018_07339,5250.0,6352.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 51,San Juan,DA 448-09,jun-18,no
2018_07328,25317.25,25317.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14265,MATUS ASON FRANCISCO JAVIER   ,FM 92.1 CIELO,Salta,DA 448-09,jun-18,no
2018_07329,13230.0,16008.3,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PROFESIONAL,Salta,DA 448-09,jun-18,no
2018_07330,3024.0,3659.04,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 4,Salta,DA 448-09,jun-18,no
2018_07331,2520.0,3049.2,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 25,Salta,DA 448-09,jun-18,no
2018_07333,2791.88,3378.17,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11295,RADIODIF. SGO DEL ESTERO SACeI,AM 890 LV11 EMISORA SGO. DEL ESTERO,Santiago del Estero,DTO 852-14,jun-18,si
2018_07322,7448.0,9012.08,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11600,EDITORA S.A.,FM 101.7,Jujuy,DA 448-09,jun-18,no
2018_07317,5000.0,5000.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16274,RADIOS DEL VALLE S.R.L.,AM 550 LA PRIMERA,Neuquen,DA 448-09,jun-18,no
2018_07318,7350.0,8893.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14781,MAP LEADING S.R.L.,FM 105.1 DE LA MONTAÑA,Neuquen,DA 448-09,jun-18,no
2018_07319,5100.0,6171.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,AM 1400 RADIO CUMBRE,Neuquen,DA 448-09,jun-18,no
2018_07320,5250.0,6352.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,AM 710 / FM 93.9 - LRA 17 NACIONAL ZAPALA,Neuquen,DA 448-09,jun-18,no
2018_07312,13837.32,16743.16,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM PANORAMA,Santiago del Estero,DA 448-09,jun-18,no
2018_07313,18088.0,21886.48,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 101.3 CAPITAL,Santiago del Estero,DA 448-09,jun-18,no
2018_07314,18088.0,21886.48,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 99.3 MERIDIANO,Santiago del Estero,DA 448-09,jun-18,no
2018_07315,4110.5,4973.71,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 103.7 - EXCLUSIVA,Santiago del Estero,DA 448-09,jun-18,no
2018_07316,4110.5,4973.71,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14130,COLANERI REPRES.INTERNAC. S.A.,FM 88.5 HIT,Santiago del Estero,DA 448-09,jun-18,no
2018_07324,2103.75,2103.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13310,COMPAT S.A.,FM 94.7 LA CINCO,Neuquen,DTO 852-14,jun-18,si
2018_07325,1250.0,1250.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13311,COMUNICACIONES DEL SUR S.A.,FM 102.5 RADIO ONE (EX TKM),Neuquen,DTO 852-14,jun-18,si
2018_07326,3289.5,3980.3,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11090,RADIOINTEGRACION S.A.,AM 600 LU5,Neuquen,DTO 852-14,jun-18,si
2018_07327,1243.13,1243.13,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13310,COMPAT S.A.,FM 100.1 CADENA 3,Neuquen,DTO 852-14,jun-18,si
2018_07299,14630.0,17702.3,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14781,MAP LEADING S.R.L.,AM 620 / FM 107.3 - LT 17 RADIO PROVINCIA,Misiones,DA 448-09,jun-18,no
2018_07300,9975.0,12069.75,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.3 ANTENA UNO,Misiones,DA 448-09,jun-18,no
2018_07301,6650.0,8046.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 19,Misiones,DA 448-09,jun-18,no
2018_07302,31500.0,31500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18317,INVERSORA CORPORATIVA S.A.,FM 102.7 LA COOPE,Mendoza,DA 448-09,jun-18,no
2018_07303,16380.0,19819.8,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14781,MAP LEADING S.R.L.,AM 580 - RADIO ANDINA,Mendoza,DA 448-09,jun-18,no
2018_07304,20963.25,25365.53,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15672,UNOMEDIOS S.A.,FM 88.3 LATINOS,Mendoza,DA 448-09,jun-18,no
2018_07305,15102.5,18274.03,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15672,UNOMEDIOS S.A.,FM 94.9 BRAVA,Mendoza,DA 448-09,jun-18,no
2018_07306,17500.0,17500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16989,MENDIONDO RUTH M.DE LA CARIDAD,FM 88.9 RADIO PLAY,Mendoza,DA 448-09,jun-18,no
2018_07307,17500.0,17500.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16989,MENDIONDO RUTH M.DE LA CARIDAD,FM 89.9 RADIO 5,Mendoza,DA 448-09,jun-18,no
2018_07308,5250.0,6352.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18635,ZITRO PRODUCCIONES S.A.,FM 91.7 RADIO LIBERTAD,Mendoza,DA 448-09,jun-18,no
2018_07309,20963.25,25365.53,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15672,UNOMEDIOS S.A.,FM 94.1 LA RED DEPORTIVA,Mendoza,DA 448-09,jun-18,no
2018_07310,17325.0,20963.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,12097,FRECUENCIA PROD.PUBLICIT. S.A.,FM 89.7 MITRE,Mendoza,DA 448-09,jun-18,no
2018_07311,13440.0,16262.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11950,ALECO S.R.L.,FM 95.5 METRO,Mendoza,DA 448-09,jun-18,no
2018_07293,27300.0,27300.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11061,LA ARENA S.A.                 ,FM 99.5 Radio Noticias,La Pampa,DA 448-09,jun-18,no
2018_07294,10500.0,12705.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18678,CASTRO EDUARDO SEBASTIAN      ,FM 100.5 RADIO 5,La Pampa,DA 448-09,jun-18,no
2018_07295,23625.0,23625.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18646,HUARTE HECTOR RICARDO,FM 89.5 VOZ EN EL DESIERTO,La Pampa,DA 448-09,jun-18,no
2018_07296,13375.0,13375.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,17124,COLOMBATTI CRISTINA MARTA,RADIO DON,La Pampa,DA 448-09,jun-18,no
2018_07297,9065.0,9065.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16885,ARIAS RUBEN ALBERTO,FM 95.7 La  Red Pampeana,La Pampa,DA 448-09,jun-18,no
2018_07298,8567.5,8567.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16886,ARIAS GUSTAVO JOSE CELESTINO,FM 89.7 Radio Show,La Pampa,DA 448-09,jun-18,no
2018_07289,1750.0,2117.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,AM 790 RADIO NACIONAL,Jujuy,DA 448-09,jun-18,no
2018_07290,1750.0,2117.5,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 22,Jujuy,DA 448-09,jun-18,no
2018_07291,10108.0,12230.68,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,14781,MAP LEADING S.R.L.,FM 88.1 RADIO CIUDAD,Jujuy,DA 448-09,jun-18,no
2018_07292,24073.0,24073.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16614,CLAUDIO G. JACQUET MATILLON,FM RADIO CITY,Jujuy,DA 448-09,jun-18,no
2018_07287,2625.0,3176.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 10,Tierra del Fuego,DA 448-09,jun-18,no
2018_07288,2625.0,3176.25,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 24,Tierra del Fuego,DA 448-09,jun-18,no
2018_07278,7732.62,9356.47,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15500,MEZA CARLOS HECTOR,FM 99.9 RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_07279,5850.34,7078.91,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18453,MADOERY DIEGO,FM 94.1 RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_07280,5850.34,7078.91,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18453,MADOERY DIEGO,RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_07281,5850.34,7078.91,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15500,MEZA CARLOS HECTOR,FM 94.1 RADIO UNO,Formosa,DA 448-09,jun-18,no
2018_07282,7000.0,8470.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 8,Formosa,DA 448-09,jun-18,no
2018_07283,7000.0,8470.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA20,Formosa,DA 448-09,jun-18,no
2018_07284,9975.0,9975.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,15571,"ASOC.CIV.S/FIN.LUCRO""NOSOTROS""",FM 98.1 LA NUEVA,Formosa,DA 448-09,jun-18,no
2018_07285,9856.0,11925.76,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM LRH 437 LA RADIO 104.5,Formosa,DA 448-09,jun-18,no
2018_07286,6384.0,7724.64,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,18701,VLU S.R.L.                    ,RADIO VLU 88.5,Formosa,DA 448-09,jun-18,no
2018_07272,18000.0,21780.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11294,RADIO DE CUYO S.A.,FM 100.9,Mendoza,DA 448-09,jun-18,no
2018_07271,15200.0,18392.0,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11294,RADIO DE CUYO S.A.,AM 720 LV 10,Mendoza,DA 448-09,jun-18,no
2018_07273,1890.0,2286.9,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,16578,RADIO Y TELEVISION ARGENT. SE ,LRA 15,Tucuman,DA 448-09,jun-18,no
2018_07274,14470.01,17508.71,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,11139,RADIO MITRE S.A.,FM MITRE 99.5,Tucuman,DA 448-09,jun-18,no
2018_07275,11340.0,13721.4,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 92.3 LA RED,Tucuman,DA 448-09,jun-18,no
2018_07276,9282.0,11231.22,Presidencia de la Nacion,Presidencia de la Nacion - Esta Pasando Obras,Radio,13623,J.G. REPRESENTACIONES S.A.    ,FM 95.5 LA 100,Tucuman,DA 448-09,jun-18,no
