orden_publica,total,descripcion_anunciante,campania,rubro,nombre_o_denominacion_proveedor,medio,tipo_de_orden,periodo
2016_05508,12765.5,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Redes Sociales,Global Mind S.A.,WWW.FACEBOOK.COM,DA 448-09,2016-05-01
2016_05261,12851.11,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Imperio Television S.A.,CANAL 13,DA 448-09,2016-05-01
2016_05928,12874.4,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Cable,Arte Radiotelevisivo Argentino S.A.,MAGAZINE,DA 448-09,2016-05-01
2016_05141,13089.77,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Radio Mitre S.A.,AM 810 MITRE,DA 448-09,2016-05-01
2016_04998,13182.56,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,Editorial Fundamento S.A.,PUNTAL,DTO 852-14,2016-05-01
2016_05703,13210.94,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Grafica,S.A. Entre Rios,EL DIARIO DE PARANA,DA 448-09,2016-05-01
2016_05406,13410.6,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Pericas Pedro Carlos Alberto,FM BESAME,DTO 852-14,2016-05-01
2016_05082,13458.59,Presidencia de la Nacion,Campaña Precios Cuidados - Presidencia de la Nacion,Radio,Empresa Periodist. Grafis Srl,LU 32 AM 1160 RADIO Cnel. OLAVARRIA,DA 448-09,2016-05-01
2016_05790,13538.45,Ministerio del Interior y Transporte,Campaña Renovacion de Dni - Ministerio del Interior,Radio,Radio Libertad S.A.,AM 950 RADIO BELGRANO,DA 448-09,2016-05-01
2016_04620,13552.0,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Auspicios Institucionales - Ahorro del Agua / Aysa,Radio,Silmar Producciones S.R.L.,FM 106.7 MILENIUM,DA 562-10,2016-05-01
2016_04428,13682.54,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Cable,Grupo Sierra S.R.L.,CANAL 4 TELECUATRO,DTO 852-14,2016-05-01
2016_05586,13735.92,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Difusora Austral S.A.,AM 670,DA 448-09,2016-05-01
2016_05941,13748.02,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Tv,Arte Radiotelevisivo Argentino S.A.,CANAL 7,DA 448-09,2016-05-01
2016_04557,13795.7,Nacion Seguros S.A.,Legal Mayo,Grafica,El Cronista Comercial S.A.,EL CRONISTA COMERCIAL,DA 562-10,2016-05-01
2016_05579,13882.12,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Radio,Lt35 Radio Mon Pergamino S.A,LT35 AM 1540 RADIO MON,DA 448-09,2016-05-01
2016_05854,13918.53,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legales Mayo,Grafica,Editorial la Capital S.A.,LA PRENSA,DA 562-10,2016-05-01
2016_04734,13929.18,Ministerio de Justicia y Derechos Humanos,Legal Mayo,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DTO 852-14,2016-05-01
2016_05038,14074.39,Presidencia de la Nacion,Campaña Juntos - Presidencia de la Nacion,Grafica,El Independiente Copegraf Ltda,EL INDEPENDIENTE,DA 448-09,2016-05-01
2016_04828,14270.75,Direccion Nacional de Vialidad,Legal Mayo,Grafica,Editorial Amfin S.A.,AMBITO FINANCIERO,DA 448-09,2016-05-01
