ord_pub,total_neto,total_con_iva,descripcion_anunciante,campania,rubro,no_proveedor,nombre_o_denominacion_proveedor,medio,provincia_medio,tipo_de_orden,periodo
2016_10589,4800.00,4800.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,17607,ARROYO HECTOR MAURICIO,FM 90.9 RADIO LA PLATA,Buenos Aires,DA 448-09,jul-16
2016_10570,1584.00,1916.64,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,17624,EMPRESA PERIODIST. GRAFIS SRL,LV 26 AM 1430,Cordoba,DA 448-09,jul-16
2016_10571,9359.27,11324.72,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11139,RADIO MITRE S.A.,AM 810 RADIO MITRE,Cordoba,DA 448-09,jul-16
2016_10572,5049.00,6109.29,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,15353,RADIODIFUSORA DEL PLATA S.A.,FM 95.1 RADIO PULXO,Cordoba,DA 448-09,jul-16
2016_10574,42534.00,51466.14,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11146,RADIODIFUSORA DEL CENTRO S.A.,CADENA 3 ARGENTINA PLAZA CADENA,Cordoba,DA 448-09,jul-16
2016_10575,5324.40,6442.52,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11255,PUNTAL S.R.L.,AM 1010 LV16 RADIO RIO CUARTO,Cordoba,DA 448-09,jul-16
2016_10576,960,1161.60,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,18589,LLAVE S.A.,FM NEXO,Cordoba,DA 448-09,jul-16
2016_10577,1920.00,2323.20,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,13623,J.G. REPRESENTACIONES S.A.,FM 90.7 RADIO PUNTO A PUNTO,Cordoba,DA 448-09,jul-16
2016_10624,600368.60,726446.01,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11139,RADIO MITRE S.A.,AM 790 RADIO MITRE,Capital Federal,DA 448-09,jul-16
2016_10625,176256.00,213269.76,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,12888,VOTIONIS S.A.,FM 98.3 MEGA,Capital Federal,DA 448-09,jul-16
2016_10626,346366.50,419103.47,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11139,RADIO MITRE S.A.,FM 99.9 LA 100,Capital Federal,DA 448-09,jul-16
2016_10627,319464.00,386551.44,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,14561,DH COM S.A.,FM 101.5 POP RADIO,Capital Federal,DA 448-09,jul-16
2016_10628,115668.00,139958.28,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11119,LS4 RADIO CONTINENTAL S.A.,40 PRINCIPALES,Capital Federal,DA 448-09,jul-16
2016_10629,25432.00,30772.72,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,13852,NRG S.A.,FM 101.1 LATINA,Capital Federal,DA 448-09,jul-16
2016_10630,53121.60,64277.14,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,16788,IMC RADIOS S.A.,FM 102.3 ASPEN,Capital Federal,DA 448-09,jul-16
2016_10631,53427.60,64647.40,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11120,RADIODIFUSORA METRO S.A.,FM 95.1 METRO,Capital Federal,DA 448-09,jul-16
2016_10632,37013.76,44786.65,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,11018,RADIO LIBERTAD S.A.,FM 100.7 BLUE,Capital Federal,DA 448-09,jul-16
2016_10641,904128.00,1093994.88,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,jul-16
2016_10642,207024.30,228761.85,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,11246,EDITORIAL PERFIL S.A.,PERFIL,Capital Federal,DA 448-09,jul-16
2016_10623,296820.00,359152.20,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,12888,VOTIONIS S.A.,AM 710 RADIO 10,Capital Federal,DA 448-09,jul-16
2016_10633,1860.00,1860.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,17211,FLORES CESAR AUGUSTO,FM 107.9 GENESIS,Chaco,DA 448-09,jul-16
2016_10634,2524.50,2524.50,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,16168,G Y B S.R.L.,RADIO LIBERTAD,Chaco,DA 448-09,jul-16
2016_10635,1870.00,1870.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,12079,RADIODIFUSORA CHARATA S.A.,AM 800 LT43RADIO MOCOVI,Chaco,DA 448-09,jul-16
2016_10636,1453.50,1453.50,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,14803,SANCHEZ GLADYS ALICIA,FM 104.7,Chaco,DA 448-09,jul-16
2016_10637,318098.02,384898.60,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,LA RAZON,Capital Federal,DA 448-09,jul-16
2016_10638,157488.00,174024.24,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11246,EDITORIAL PERFIL S.A.,PERFIL,Capital Federal,DA 448-09,jul-16
2016_10639,102742.93,105311.50,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA PRENSA,Buenos Aires,DA 448-09,jul-16
2016_10640,182070.00,220304.70,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11303,EDITORIAL LA PAGINA S.A.,PAGINA 12,Capital Federal,DA 448-09,jul-16
2016_10601,6243.12,6399.20,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,jul-16
2016_10609,34692.14,38334.81,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,12690,PAYNE S.A.,EL DIARIO DE LA REPUBLICA,San Luis,DA 448-09,jul-16
2016_10610,8013.60,8213.94,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,13235,L J K EDITORIAL S.A.,TIEMPO SUR,Santa Cruz,DA 448-09,jul-16
2016_10611,7460.96,7647.48,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11600,EDITORA S.A.,EL TRIBUNO,Jujuy,DA 448-09,jul-16
2016_10612,29520.63,32620.30,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11064,EL LIBERAL SOCIEDAD ANONIMA,EL LIBERAL,Santiago del Estero,DA 448-09,jul-16
2016_10613,13796.86,13796.86,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11042,FAGON S.R.L.,EL SURENO,Tierra del Fuego,DA 448-09,jul-16
2016_10617,132783.65,146725.93,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,DA 448-09,jul-16
2016_10620,83780.35,92577.29,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11265,EL LITORAL S.R.L.,EL LITORAL,Santa Fe,DA 448-09,jul-16
2016_10615,124771.50,127890.79,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA CAPITAL,Buenos Aires,DA 448-09,jul-16
2016_10616,62454.60,69012.33,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11243,DIARIO LA NUEVA PROVINCIA SRL,LA NUEVA,Buenos Aires,DA 448-09,jul-16
2016_10599,11665.49,11957.13,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,15783,L'INVESTMENT S.A.,EL LITORAL,Corrientes,DA 448-09,jul-16
2016_10600,16325.71,16733.85,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11270,S.A. ENTRE RIOS,EL DIARIO DE PARANA,Entre Rios,DA 448-09,jul-16
2016_10602,20663.50,21180.09,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11061,LA ARENA S.A.,LA ARENA,La Pampa,DA 448-09,jul-16
2016_10603,5753.99,5897.84,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11001,EL INDEPENDIENTE COPEGRAF LTDA,EL INDEPENDIENTE,La Rioja,DA 448-09,jul-16
2016_10604,56048.43,57449.64,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,16902,PANORAMA PUBLICIDAD S.A.,EL TERRITORIO,Misiones,DA 448-09,jul-16
2016_10606,166630.46,201622.86,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11063,EDITORIAL RIO NEGRO S.A.,RIO NEGRO,Rio Negro,DA 448-09,jul-16
2016_10607,129948.00,143592.54,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11384,HORIZONTES S.A.,EL TRIBUNO,Salta,DA 448-09,jul-16
2016_10608,8035.20,8878.90,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11241,FRANCISCO MONTES S.A.C.I.F.,DIARIO DE CUYO,San Juan,DA 448-09,jul-16
2016_10564,22950.00,22950.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,14944,GOMEZ RAMON RICARDO,FM 104.1 VALLE VIEJO,Catamarca,DA 448-09,jul-16
2016_10567,2160.00,2160.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,13091,GALES S.A.,FM 99.1 TIEMPO,Chubut,DA 448-09,jul-16
2016_10568,3888.00,3888.00,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,18255,PATAGONIA NET S.A.,FM TRELEW NOTICIAS 96.9,Chubut,DA 448-09,jul-16
2016_10566,5433.60,6004.13,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Radio,13166,DIARIO LA UNION S.A.,FM 91.3 RADIO UNION,Catamarca,DA 448-09,jul-16
2016_07570,7000.00,7175.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,15961,UDENIO P. Y GUERSCHUNY H. S.H.,REVISTA HACIENDO CINE,Capital Federal,DA 448-09,jul-16
2016_08131,261641.02,289113.33,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,jul-16
2016_07770,173281.68,191476.26,Presidencia de la Nacion,Turismo de Invierno 2016 - Presidencia de la Nacion,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Capital Federal,DTO 852-14,jul-16
2016_10562,94350.00,114163.50,Ministerio de Transporte,Legales Julio 2016,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 448-09,jul-16
2016_10563,7664.38,7855.99,Ministerio de Transporte,Legales Julio 2016,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 448-09,jul-16
2016_10538,228810.58,276860.80,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11049,LA VOZ DEL INTERIOR S.A.,LA VOZ DEL INTERIOR,Cordoba,DA 448-09,jul-16
2016_10518,5166.72,5295.89,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,jul-16
2016_10555,4620.00,4735.50,Cent.- Ente Nac.Reg. de Electr,Legal Julio,Grafica,13793,TALLERES EL TUNEL S.A.,FORMOSA,Formosa,DA 448-09,jul-16
2016_10550,141525.00,171245.25,Intercargo S.A.C.,Legal Julio,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,jul-16
2016_10556,7803.00,8622.32,Banco de la Nacion Argentina,Legal Julio,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,jul-16
2016_10551,187774.61,207490.94,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,jul-16
2016_08735,29242.40,29973.46,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,16817,AMACOM MEDIA S.R.L.,EL COMERCIAL,Formosa,DA 448-09,jul-16
2016_10557,262109.40,317152.37,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,jul-16
2016_10558,101243.93,111874.54,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,15078,ALTA DENSIDAD S.R.L.,CRONICA,Capital Federal,DA 562-10,jul-16
2016_10561,7344.00,8115.12,Banco de la Nacion Argentina,Legal Julio,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,jul-16
2016_09676,402000.00,486420.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Via Publica,13063,CARLOS A.GIROLA &ASOCIADOS SRL,SEXTUPLES,,DA 448-09,jul-16
2016_10173,150000.00,181500.00,Ministerio de Justicia y Derechos Humanos,Niños Extraviados 2016,Via Publica,17708,PACHE SUR S.A.,SEXTUPLES,,DA 448-09,jul-16
2016_10548,24500.00,25112.50,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,14106,JORNADA S.A.,JORNADA,Mendoza,DA 448-09,jul-16
2016_10545,354745.34,429241.86,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Redes,15460,GLOBAL MIND S.A.,WWW.FACEBOOK.COM,Capital Federal,DA 448-09,jul-16
2016_10541,1091812.00,1321092.52,Presidencia de la Nacion,Campaña Difusion Casa Rosada - Presidencia de la Nacion,Redes,15460,GLOBAL MIND S.A.,WWW.FACEBOOK.COM,Capital Federal,DA 448-09,jul-16
2016_08622,72075.00,87210.75,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Via Publica,14580,SIC S.R.L.,FORMATO MEDIO,,DA 448-09,jul-16
2016_10539,3446.78,3532.95,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11103,EDITORIAL JORNADA S.A.,JORNADA,Chubut,DTO 852-14,jul-16
2016_08479,9180.00,11107.80,I.N.S.S.J.P. (Pami),Campaña Vacunacion - Pami,Radio,13594,NOSTALGIE AMSUD S.A.,FM 104.3 RQP,Capital Federal,DA 448-09,jul-16
2016_10532,13520.00,13858.00,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,jul-16
2016_10531,29302.56,32379.33,Ministerio del Interior y Transporte,Legales Julio 2016,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DTO 852-14,jul-16
2016_10393,4877.33,4999.26,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,13627,ESECOM S.A.,EL ECONOMISTA,Capital Federal,DA 562-10,jul-16
2016_10533,193450.02,234074.52,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 562-10,jul-16
2016_10534,193450.02,234074.52,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11112,S.A. LA NACION,LA NACION,Capital Federal,DA 562-10,jul-16
2016_10535,171946.91,208055.76,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 562-10,jul-16
2016_10528,74936.53,82804.87,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11114,EDITORIAL SARMIENTO S.A.,CRONICA,Buenos Aires,DTO 1145-09,jul-16
2016_09165,20000.00,24200.00,I.N.S.S.J.P. (Pami),Campaña Institucional Vacunacion - Gripe A - Pami,Radio,15417,RIO RANCHO S.R.L.,FM 106.7 MILENIUM,Capital Federal,DA 448-09,jul-16
2016_10526,34117.20,34970.13,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,jul-16
2016_08772,8805.47,9730.04,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,15382,MUNOZ NICOLAS MATIAS,LA COMUNA DE VILLA REGINA,Rio Negro,DA 448-09,jul-16
2016_09528,80000.00,82000.00,I.N.S.S.J.P. (Pami),Pami - Auspicio Vacunacion Antigripal 2016 - Cierre,Grafica,17116,SCANNER EDITORIAL S.A.,CLARIN,Capital Federal,DA 448-09,jul-16
2016_07583,15000.00,15375.00,Presidencia de la Nacion,Bicentenario - Presidencia de la Nacion,Grafica,15805,COOP.DE TRABAJO LAVACA LTDA.,REVISTA MU,Capital Federal,DA 448-09,jul-16
2016_10522,2506.75,2569.42,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11103,EDITORIAL JORNADA S.A.,JORNADA,Chubut,DTO 852-14,jul-16
2016_10523,7757.10,7951.03,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11102,EDITORIAL CAPAYAN S.A.,EL ANCASTI,Catamarca,DTO 852-14,jul-16
2016_10513,96568.50,98982.71,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA CAPITAL,Buenos Aires,DA 448-09,jul-16
2016_10516,10369.32,10628.55,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,15783,L'INVESTMENT S.A.,EL LITORAL,Corrientes,DA 448-09,jul-16
2016_10517,12888.72,13210.94,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11270,S.A. ENTRE RIOS,EL DIARIO DE PARANA,Entre Rios,DA 448-09,jul-16
2016_10519,15816.97,16212.39,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11061,LA ARENA S.A.,LA ARENA,La Pampa,DA 448-09,jul-16
2016_10520,5753.99,5897.84,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11001,EL INDEPENDIENTE COPEGRAF LTDA,EL INDEPENDIENTE,La Rioja,DA 448-09,jul-16
2016_10521,43100.30,44177.81,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,16902,PANORAMA PUBLICIDAD S.A.,EL TERRITORIO,Misiones,DA 448-09,jul-16
2016_10503,102035.70,104586.59,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,13999,COMUNICACIONES Y MEDIOS S.A.,LA MANANA DE NEUQUEN,Neuquen,DA 448-09,jul-16
2016_10504,121185.79,146634.81,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11063,EDITORIAL RIO NEGRO S.A.,RIO NEGRO,Rio Negro,DA 448-09,jul-16
2016_10505,96842.20,107010.63,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11384,HORIZONTES S.A.,EL TRIBUNO,Salta,DA 448-09,jul-16
2016_10506,5702.40,6301.15,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11241,FRANCISCO MONTES S.A.C.I.F.,DIARIO DE CUYO,San Juan,DA 448-09,jul-16
2016_10507,23128.09,25556.54,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,12690,PAYNE S.A.,EL DIARIO DE LA REPUBLICA,San Luis,DA 448-09,jul-16
2016_10508,8013.60,8213.94,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,13235,L J K EDITORIAL S.A.,TIEMPO SUR,Santa Cruz,DA 448-09,jul-16
2016_10509,7460.96,7647.48,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11600,EDITORA S.A.,EL TRIBUNO,Jujuy,DA 448-09,jul-16
2016_10510,23636.23,26118.03,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11064,EL LIBERAL SOCIEDAD ANONIMA,EL LIBERAL,Santiago del Estero,DA 448-09,jul-16
2016_10511,13796.86,13796.86,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11042,FAGON S.R.L.,EL SURENO,Tierra del Fuego,DA 448-09,jul-16
2016_10512,116953.20,141513.37,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11095,LA GACETA S.A.,LA GACETA,Tucuman,DA 448-09,jul-16
2016_10501,71753.18,79287.26,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DTO 852-14,jul-16
2016_10502,39803.40,40798.49,Presidencia de la Nacion,Presidencia de la Nacion - Pymes,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DTO 852-14,jul-16
2016_09781,168885.00,204350.85,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,11013,RED CELESTE Y BLANCA S.A.,AM 910 LA RED,Capital Federal,DA 448-09,jul-16
2016_10470,346.8,355.47,I.N.S.S.J.P. (Pami),Legal Julio,Grafica,12045,LA RAZON DE CHIVILCOY S.A.,LA RAZON,Buenos Aires,DA 448-09,jul-16
2016_10471,385.56,395.2,I.N.S.S.J.P. (Pami),Legal Julio,Grafica,17624,EMPRESA PERIODIST. GRAFIS SRL,LA CAMPANA,Buenos Aires,DA 448-09,jul-16
2016_10464,18686.40,22610.54,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11303,EDITORIAL LA PAGINA S.A.,PAGINA 12,Capital Federal,DA 562-10,jul-16
2016_10466,132783.65,146725.93,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11242,EL DIA SOC.ANON.IND.COM. Y FIN,EL DIA,Buenos Aires,DA 448-09,jul-16
2016_10468,168412.61,203779.26,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11508,DIARIO LOS ANDES HNOS CALLE SA,LOS ANDES,Mendoza,DA 448-09,jul-16
2016_10469,83780.35,92577.29,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11265,EL LITORAL S.R.L.,EL LITORAL,Santa Fe,DA 448-09,jul-16
2016_10463,20808.00,22992.84,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11117,EL CRONISTA COMERCIAL S.A.,EL CRONISTA COMERCIAL,Capital Federal,DA 562-10,jul-16
2016_10461,7862.67,8688.25,Banco de la Nacion Argentina,Legal Julio,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DA 562-10,jul-16
2016_10460,70460.33,77858.66,Presidencia de la Nacion,Presidencia de la Nacion - Devolucion de Iva,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DTO 852-14,jul-16
2016_10287,65994.21,67644.07,Direccion Nacional de Vialidad,Legal Julio,Grafica,11044,EDITORIAL LA CAPITAL S.A.,LA PRENSA,Buenos Aires,DA 448-09,jul-16
2016_10286,45548.10,55113.20,Direccion Nacional de Vialidad,Legal Julio,Grafica,11303,EDITORIAL LA PAGINA S.A.,PAGINA 12,Capital Federal,DA 448-09,jul-16
2016_08543,150535.47,154298.86,Banco de la Nacion Argentina,Creditos Hipotecarios - B.N.A.,Grafica,11270,S.A. ENTRE RIOS,EL DIARIO DE PARANA,Entre Rios,DA 562-10,jul-16
2016_10282,132467.40,146376.48,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DA 562-10,jul-16
2016_10391,24805.62,30014.80,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,14325,RADIODIFUSORA MILENIUM S.A.,FM 106.7 MILENIUM,Capital Federal,DTO 852-14,jul-16
2016_10281,524218.80,634304.75,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,15398,ARTE GRAFICO EDITORIAL ARG. SA,CLARIN,Capital Federal,DA 562-10,jul-16
2016_10414,72919.04,88232.04,Intercargo S.A.C.,Legal Julio,Grafica,13920,IMPREBA S.A.,DIARIO POPULAR,Capital Federal,DA 562-10,jul-16
2016_10454,979.2,1003.68,Banco de la Nacion Argentina,Legal Julio,Grafica,11304,PRIMERA EDICION S.A.,PRIMERA EDICION,Misiones,DA 562-10,jul-16
2016_10457,11679.00,14131.59,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11303,EDITORIAL LA PAGINA S.A.,PAGINA 12,Capital Federal,DA 562-10,jul-16
2016_10392,15725.34,17376.50,Aysa - Agua y Saneamientos Argentinos Sociedad Anonima,Legal Julio,Grafica,11238,EDITORIAL AMFIN S.A.,AMBITO FINANCIERO,Buenos Aires,DA 562-10,jul-16
2016_10394,42471.00,43532.78,Administracion General de Puertos Sociedad del Estado,Legal Julio,Grafica,12777,BAE NEGOCIOS S.A.,BAE,Capital Federal,DA 562-10,jul-16
2016_10248,95850.00,115978.50,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,12861,RADIO EMISORA CULTURAL S.A.,AM 630 RADIO RIVADAVIA,Capital Federal,DTO 852-14,jul-16
2016_10249,154912.50,187444.13,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,15353,RADIODIFUSORA DEL PLATA S.A.,AM 1030 RADIO DEL PLATA,Capital Federal,DTO 852-14,jul-16
2016_10250,56098.98,67879.77,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,11138,RADIODIFUSORA BUENOS AIRES S.A,FM 95.9 ROCK AND POP,Capital Federal,DTO 852-14,jul-16
2016_10251,53868.24,65180.57,Presidencia de la Nacion,Campaña Apertura Tecnopolis 2016 - Presidencia de la Nacion,Radio,11152,DESUP S.A.,AM 1190 RADIO AMERICA,Capital Federal,DTO 852-14,jul-16
